# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp tx ty tz qx qy qz qw
1305031105.443316  0.008975 -0.011352  0.118951 -0.015273 -0.030483 -0.002111  0.999416
1305031105.475280  0.006907 -0.010304  0.133341 -0.018763 -0.033696 -0.002393  0.999253
1305031105.511332  0.008549 -0.006837  0.150505 -0.022951 -0.037744 -0.002043  0.999022
1305031105.543282  0.007771 -0.007820  0.166316 -0.027790 -0.038663 -0.000835  0.998865
1305031105.575449  0.004824 -0.005759  0.180418 -0.030508 -0.039415 -0.000926  0.998757
1305031105.611378  0.005383 -0.006760  0.197440 -0.033635 -0.040976 -0.000663  0.998594
1305031105.643273  0.002493 -0.005567  0.209439 -0.034359 -0.040526  0.001744  0.998586
1305031105.711309  0.005492 -0.004114  0.244327 -0.036179 -0.041011  0.003083  0.998499
1305031105.743312 0.004761 0.002134 0.258521 -0.033363 -0.037065  0.003212  0.998751
1305031105.775339 0.004892 0.004084 0.276306 -0.033804 -0.032465  0.003222  0.998896
1305031105.811283 0.004860 0.004935 0.289612 -0.032847 -0.027524  0.003912  0.999074
1305031105.843271 0.005374 0.007543 0.304140 -0.031325 -0.023964  0.004574  0.999211
1305031105.875337 0.005485 0.012433 0.314518 -0.030386 -0.018453  0.005401  0.999353
1305031105.911262 0.004520 0.015555 0.327439 -0.033332 -0.013751  0.009393  0.999306
1305031105.943272 0.003024 0.020409 0.338210 -0.035725 -0.009682  0.011820  0.999245
1305031105.975329 0.002763 0.023153 0.350371 -0.040881 -0.007392  0.012838  0.999054
1305031106.011285 0.002823 0.027364 0.363168 -0.045410 -0.005201  0.014731  0.998846
1305031106.043355 -0.000314  0.030547  0.374995 -0.050256 -0.001731  0.014768  0.998626
1305031106.075330 -0.001820  0.033360  0.385565 -0.054821 -0.000533  0.016270  0.998363
1305031106.111327 -0.003571  0.039408  0.395607 -0.059707 -0.000267  0.017197  0.998068
1305031106.143355 -0.005598  0.040916  0.408051 -0.067369 -0.001584  0.019014  0.997546
1305031106.175534 -0.007897  0.043080  0.418843 -0.071687 -0.002747  0.019639  0.997230
1305031106.211275 -0.009015  0.044381  0.430751 -0.075318 -0.004489  0.020412  0.996941
1305031106.243267 -0.011300  0.048064  0.437625 -0.074806 -0.005182  0.023664  0.996904
1305031106.276385 -0.013700  0.052895  0.441739 -0.075265 -0.005917  0.023691  0.996865
1305031106.311238 -0.013467  0.055072  0.447201 -0.079354 -0.007440  0.026179  0.996475
1305031106.343258 -0.015667  0.060865  0.449608 -0.084177 -0.007901  0.027374  0.996043
1305031106.375388 -0.014936  0.062146  0.456839 -0.093211 -0.008260  0.019550  0.995420
1305031106.411320 -0.013863  0.058742  0.461731 -0.099716 -0.003749  0.012357  0.994932
1305031106.443278 -0.015744  0.055579  0.458163 -0.101248  0.000361  0.009445  0.994816
1305031106.475345 -0.017180  0.052800  0.452762 -0.101258  0.000041  0.008267  0.994826
1305031106.511129 -0.018873  0.048547  0.447079 -0.100241 -0.002598  0.008709  0.994922
1305031106.543302 -0.018718  0.045520  0.437819 -0.096712 -0.006700  0.006817  0.995266
1305031106.575282 -0.017899  0.042683  0.426751 -0.093591 -0.008807  0.005971  0.995554
1305031106.611151 -0.018545  0.041736  0.414858 -0.092588 -0.011743  0.003557  0.995629
1305031106.643207 -0.016972  0.035294  0.406086 -0.093459 -0.015578  0.001853  0.995500
1305031106.675279 -0.016751  0.031867  0.390020 -0.091395 -0.018701  0.001951  0.995637
1305031106.711508 -0.017480  0.027733  0.377486 -0.093598 -0.024397  0.002566  0.995308
1305031106.743341 -0.017488  0.023012  0.363913 -0.092246 -0.030886  0.001992  0.995255
1305031106.775390 -0.015049  0.020479  0.350344 -0.090739 -0.037843  0.001952  0.995153
1305031106.811289 -0.013903  0.018725  0.334313 -0.090401 -0.041815  0.000741  0.995027
1305031106.843416 -0.012931  0.010009  0.321888 -0.092694 -0.046308  0.000924  0.994617
1305031106.875905 -0.009759  0.007451  0.307889 -0.085849 -0.049793 -0.002510  0.995060
1305031106.911243 -0.008721  0.007219  0.288100 -0.081012 -0.049069 -0.007236  0.995478
1305031106.943439 -0.007471  0.000204  0.274990 -0.080235 -0.048519 -0.011060  0.995533
1305031106.975547 -0.005165 -0.004719  0.261535 -0.074255 -0.047388 -0.013176  0.996026
1305031107.011576 -0.006129 -0.005500  0.237352 -0.066925 -0.043415 -0.017836  0.996653
1305031107.043281 -0.005461 -0.010483  0.223337 -0.067609 -0.040923 -0.019863  0.996674
1305031107.075432 -0.008024 -0.017023  0.205903 -0.063222 -0.038811 -0.020611  0.997031
1305031107.111229 -0.007316 -0.017732  0.188506 -0.057678 -0.039369 -0.021628  0.997324
1305031107.143260 -0.004021 -0.017887  0.175043 -0.055484 -0.039268 -0.021584  0.997454
1305031107.175399 -0.002678 -0.023747  0.163665 -0.053905 -0.037801 -0.022302  0.997581
1305031107.211358 -0.000059 -0.030628  0.150950 -0.048631 -0.036052 -0.023673  0.997885
1305031107.243378  0.000566 -0.029719  0.135354 -0.041141 -0.032311 -0.024429  0.998332
1305031107.275398  0.004103 -0.032164  0.126678 -0.035434 -0.029949 -0.023908  0.998637
1305031107.311226  0.006765 -0.037690  0.114944 -0.029051 -0.026614 -0.024091  0.998933
1305031107.343509  0.010917 -0.038722  0.106311 -0.017172 -0.023979 -0.023706  0.999284
1305031107.375413  0.012729 -0.034845  0.093158 -0.006460 -0.018711 -0.024119  0.999513
1305031107.411271  0.015772 -0.034510  0.085663  0.000450 -0.014378 -0.024374  0.999599
1305031107.443419  0.019309 -0.031474  0.080438  0.006889 -0.010332 -0.024313  0.999627
1305031107.475377  0.023533 -0.032751  0.075835  0.009512 -0.006272 -0.022982  0.999671
1305031107.511352  0.024164 -0.029661  0.071495  0.011567 -0.002277 -0.023062  0.999665
1305031107.543605  0.026792 -0.030232  0.071558  0.008732  0.000400 -0.021183  0.999737
1305031107.575454  0.031055 -0.034757  0.072328  0.007338  0.001851 -0.017554  0.999817
1305031107.611271  0.031446 -0.028217  0.071283  0.009357  0.003806 -0.016801  0.999808
1305031107.643323  0.033073 -0.029226  0.072669  0.005200  0.005086 -0.015680  0.999851
1305031107.675568  0.032324 -0.029172  0.073828  0.003828  0.005862 -0.015041  0.999862
1305031107.711307  0.031837 -0.025955  0.074922  0.002840  0.005853 -0.014367  0.999876
1305031107.743538  0.028272 -0.023429  0.073499 -0.000415  0.005646 -0.013773  0.999889
1305031107.775802  0.029191 -0.023654  0.077110 -0.003494  0.002398 -0.014624  0.999884
1305031107.811596  0.031479 -0.020807  0.080518 -0.005253 -0.000167 -0.014482  0.999881
1305031107.843332  0.032435 -0.020045  0.082186 -0.008043 -0.000606 -0.014760  0.999859
1305031107.875358  0.036478 -0.022086  0.087273 -0.009129 -0.000323 -0.017992  0.999796
1305031107.911541  0.040093 -0.021865  0.089884 -0.008249  0.002463 -0.020317  0.999757
1305031107.943122  0.044401 -0.023244  0.093990 -0.006582  0.005860 -0.021120  0.999738
1305031107.975807  0.051062 -0.023833  0.096626 -0.004089  0.010074 -0.020850  0.999723
1305031108.011320  0.058019 -0.022429  0.100052  0.000338  0.014928 -0.023308  0.999617
1305031108.043418  0.068860 -0.021738  0.104637  0.002897  0.021708 -0.022368  0.999510
1305031108.075352  0.077860 -0.023382  0.106886  0.003239  0.031650 -0.016273  0.999361
1305031108.111378  0.081734 -0.023845  0.109764  0.005875  0.039519 -0.016335  0.999068
1305031108.143334  0.089985 -0.023100  0.114094  0.007961  0.044188 -0.016128  0.998861
1305031108.176058  0.099400 -0.021374  0.114670  0.005877  0.048358 -0.014266  0.998711
1305031108.211475  0.107409 -0.023100  0.120945  0.000276  0.050883 -0.014234  0.998603
1305031108.243347  0.117297 -0.029038  0.133493 -0.002239  0.055248 -0.016618  0.998332
1305031108.275358  0.123642 -0.022894  0.137977 -0.000356  0.061500 -0.016767  0.997966
1305031108.311332  0.125496 -0.018071  0.143665 -0.003479  0.065618 -0.015900  0.997712
1305031108.343278  0.130838 -0.016649  0.149324 -0.009288  0.066365 -0.013885  0.997656
1305031108.375410  0.137980 -0.017502  0.152741 -0.015258  0.065018 -0.009199  0.997725
1305031108.411361  0.146110 -0.019970  0.156788 -0.021645  0.062908 -0.002065  0.997782
1305031108.443610  0.159366 -0.016001  0.162763 -0.024974  0.061511  0.004545  0.997784
1305031108.475471  0.174532 -0.017071  0.168505 -0.028352  0.060243  0.012680  0.997700
1305031108.511378  0.195793 -0.020876  0.172078 -0.028909  0.061241  0.017526  0.997550
1305031108.543737  0.205432 -0.023847  0.173220 -0.025561  0.069770  0.016590  0.997098
1305031108.575414  0.209069 -0.015485  0.172196 -0.019523  0.077999  0.014859  0.996651
1305031108.611407  0.222604 -0.016094  0.178855 -0.020200  0.084056  0.014606  0.996149
1305031108.643303  0.231076 -0.014930  0.181976 -0.019940  0.091285  0.015818  0.995499
1305031108.675375  0.245866 -0.012370  0.185022 -0.022546  0.095975  0.018358  0.994959
1305031108.711411  0.252990 -0.013372  0.189008 -0.026992  0.105051  0.022970  0.993835
1305031108.743502  0.258932 -0.015073  0.192108 -0.028792  0.111215  0.024572  0.993075
1305031108.775493  0.268018 -0.013213  0.191120 -0.029457  0.114843  0.026574  0.992591
1305031108.811244  0.273947 -0.012846  0.194717 -0.030800  0.118669  0.031670  0.991951
1305031108.843264  0.273650 -0.014445  0.194543 -0.030175  0.120132  0.037382  0.991595
1305031108.876515  0.275668 -0.013976  0.193176 -0.027684  0.117262  0.043881  0.991745
1305031108.911364  0.277928 -0.016786  0.193295 -0.025186  0.113522  0.049454  0.991984
1305031108.943243  0.273796 -0.019272  0.189837 -0.020325  0.110626  0.050830  0.992353
1305031108.975268  0.269210 -0.015110  0.186492 -0.015249  0.105026  0.048635  0.993162
1305031109.011269  0.268254 -0.014395  0.178773 -0.015906  0.099709  0.047561  0.993752
1305031109.043277  0.259013 -0.017674  0.177664 -0.015909  0.099793  0.044904  0.993867
1305031109.075410  0.250316 -0.011984  0.172593 -0.015976  0.097002  0.039830  0.994359
1305031109.111282  0.245032 -0.013745  0.173089 -0.020484  0.094694  0.037361  0.994594
1305031109.143334  0.231189 -0.017388  0.171063 -0.022075  0.092817  0.035475  0.994806
1305031109.175464  0.220462 -0.014697  0.170564 -0.021538  0.086067  0.031679  0.995553
1305031109.211379  0.214267 -0.010404  0.167986 -0.025537  0.079907  0.032655  0.995940
1305031109.243290  0.205006 -0.014043  0.168376 -0.035608  0.076229  0.037925  0.995732
1305031109.275308  0.188401 -0.029307  0.167611 -0.042180  0.073183  0.041795  0.995549
1305031109.311329  0.176584 -0.026347  0.165888 -0.039006  0.063029  0.042220  0.996355
1305031109.343248  0.165917 -0.023025  0.164281 -0.041245  0.051975  0.040835  0.996960
1305031109.375397  0.157362 -0.028921  0.165285 -0.046096  0.041822  0.040520  0.997238
1305031109.411329  0.149904 -0.026802  0.164618 -0.045985  0.032081  0.036791  0.997749
1305031109.443302  0.141084 -0.026584  0.165136 -0.049800  0.025009  0.030120  0.997992
1305031109.475363  0.131840 -0.030429  0.166358 -0.053809  0.021047  0.026444  0.997979
1305031109.511273  0.119109 -0.031997  0.168354 -0.053741  0.017987  0.022814  0.998132
1305031109.543294  0.110011 -0.032993  0.165763 -0.051147  0.014581  0.018779  0.998408
1305031109.575362  0.099677 -0.032389  0.163593 -0.050881  0.013070  0.018693  0.998444
1305031109.611310  0.088008 -0.033088  0.160770 -0.051530  0.010716  0.016674  0.998475
1305031109.643229  0.079219 -0.032945  0.161350 -0.052552  0.008095  0.015797  0.998460
1305031109.675263  0.066175 -0.031822  0.158558 -0.055177  0.007443  0.018994  0.998268
1305031109.711312  0.054103 -0.027736  0.159481 -0.056992  0.003396  0.018762  0.998193
1305031109.743274  0.046256 -0.029472  0.161657 -0.062687 -0.001628  0.018392  0.997862
1305031109.775277  0.037526 -0.030178  0.164541 -0.066142 -0.004784  0.019148  0.997615
1305031109.811371  0.022075 -0.028437  0.161627 -0.067947 -0.004883  0.018195  0.997511
1305031109.843296  0.009262 -0.030408  0.161170 -0.072250 -0.007520  0.017313  0.997208
1305031109.875306 -0.004946 -0.031432  0.162328 -0.076933 -0.010988  0.016764  0.996835
1305031109.911265 -0.017831 -0.033103  0.168246 -0.078499 -0.017489  0.012127  0.996687
1305031109.943299 -0.027075 -0.025096  0.169622 -0.078267 -0.022281  0.008591  0.996646
1305031109.975258 -0.039557 -0.029009  0.174593 -0.084420 -0.025152  0.004374  0.996103
1305031110.011256 -0.052282 -0.027304  0.177453 -0.086364 -0.028165 -0.002111  0.995863
1305031110.043299 -0.062916 -0.027875  0.180517 -0.089227 -0.030353 -0.008818  0.995510
1305031110.075319 -0.077134 -0.025746  0.182194 -0.090996 -0.030516 -0.014160  0.995283
1305031110.111325 -0.090959 -0.025628  0.185477 -0.095789 -0.032210 -0.018406  0.994710
1305031110.143432 -0.102354 -0.031534  0.188995 -0.098856 -0.036576 -0.021515  0.994197
1305031110.175641 -0.112087 -0.024462  0.189102 -0.098585 -0.040772 -0.022492  0.994039
1305031110.211637 -0.123650 -0.027298  0.192495 -0.103416 -0.044115 -0.023789  0.993375
1305031110.243323 -0.133997 -0.030633  0.193864 -0.104887 -0.048686 -0.023144  0.993022
1305031110.279321 -0.141029 -0.030749  0.196666 -0.103305 -0.053743 -0.023175  0.992926
1305031110.311404 -0.153994 -0.031053  0.194413 -0.100758 -0.056423 -0.024675  0.993003
1305031110.343355 -0.165523 -0.026863  0.194748 -0.098572 -0.060998 -0.025242  0.992938
1305031110.379281 -0.177100 -0.025780  0.196680 -0.097379 -0.066972 -0.028167  0.992592
1305031110.411469 -0.189675 -0.018397  0.195446 -0.095063 -0.073216 -0.030049  0.992320
1305031110.443260 -0.199927 -0.015830  0.196865 -0.098921 -0.079666 -0.032573  0.991366
1305031110.479331 -0.212930 -0.018603  0.201048 -0.102457 -0.086774 -0.038181  0.990210
1305031110.511429 -0.223863 -0.018316  0.201186 -0.102921 -0.094797 -0.041498  0.989292
1305031110.543408 -0.233664 -0.009383  0.202526 -0.101901 -0.101967 -0.044008  0.988576
1305031110.579426 -0.240229 -0.003753  0.204639 -0.104978 -0.109661 -0.047896  0.987249
1305031110.611307 -0.244039 -0.012199  0.211204 -0.112002 -0.116135 -0.051221  0.985568
1305031110.643418 -0.252232 -0.013745  0.212097 -0.110753 -0.118756 -0.053846  0.985257
1305031110.679606 -0.259074 -0.004096  0.209140 -0.107708 -0.121346 -0.055818  0.985169
1305031110.711412 -0.265775 -0.006728  0.211651 -0.112206 -0.123391 -0.057013  0.984345
1305031110.743249 -0.269552 -0.007841  0.212370 -0.112780 -0.125920 -0.058323  0.983882
1305031110.779193 -0.271278 -0.005039  0.212530 -0.111907 -0.128502 -0.058778  0.983621
1305031110.811386 -0.274569 -0.004904  0.212484 -0.112538 -0.128739 -0.060276  0.983427
1305031110.843218 -0.279435 -0.005804  0.212715 -0.114368 -0.130010 -0.062653  0.982900
1305031110.879313 -0.275998 -0.005611  0.214088 -0.114269 -0.133516 -0.062176  0.982472
1305031110.911333 -0.276042 -0.004391  0.213745 -0.114631 -0.134458 -0.062443  0.982284
1305031110.943862 -0.270174 -0.005096  0.214590 -0.114798 -0.137976 -0.062972  0.981743
1305031110.979345 -0.258859 -0.001888  0.215661 -0.114011 -0.139324 -0.062968  0.981644
1305031111.011431 -0.249074 -0.003846  0.218380 -0.116465 -0.135950 -0.062615  0.981852
1305031111.043327 -0.246011 -0.004554  0.216258 -0.115930 -0.128618 -0.060774  0.983018
1305031111.079283 -0.243639 -0.001742  0.214512 -0.117268 -0.123679 -0.059576  0.983566
1305031111.111508 -0.233071 -0.007919  0.217083 -0.120891 -0.122229 -0.055812  0.983530
1305031111.143257 -0.224944 -0.010953  0.216893 -0.119919 -0.119181 -0.055334  0.984050
1305031111.179326 -0.212825 -0.010941  0.218333 -0.117456 -0.115574 -0.055469  0.984769
1305031111.211433 -0.205409 -0.011485  0.215590 -0.116101 -0.105384 -0.052975  0.986209
1305031111.243236 -0.201844 -0.015148  0.213942 -0.116426 -0.100403 -0.053318  0.986672
1305031111.279308 -0.186228 -0.017346  0.217351 -0.112546 -0.099903 -0.051260  0.987282
1305031111.311547 -0.185807 -0.009951  0.209994 -0.106484 -0.090234 -0.049339  0.988982
1305031111.343397 -0.181534 -0.009942  0.209815 -0.110299 -0.091165 -0.049451  0.988472
1305031111.379134 -0.163215 -0.018681  0.217901 -0.112316 -0.095604 -0.044850  0.988045
1305031111.411296 -0.159287 -0.017349  0.211266 -0.106976 -0.093326 -0.044546  0.988869
1305031111.443386 -0.141649 -0.015086  0.216188 -0.106204 -0.100767 -0.049660  0.987978
1305031111.479259 -0.122826 -0.015946  0.222016 -0.102433 -0.095042 -0.049939  0.988929
1305031111.511264 -0.116205 -0.018267  0.215585 -0.098755 -0.081459 -0.050108  0.990505
1305031111.543250 -0.107271 -0.018586  0.216378 -0.094272 -0.072936 -0.050231  0.991600
1305031111.579237 -0.098107 -0.015126  0.211596 -0.089451 -0.060712 -0.044917  0.993124
1305031111.611271 -0.092469 -0.019323  0.206399 -0.091862 -0.053765 -0.036997  0.993631
1305031111.643395 -0.075606 -0.024802  0.212049 -0.089806 -0.055173 -0.029520  0.993992
1305031111.679320 -0.060617 -0.020482  0.207140 -0.083488 -0.046904 -0.022909  0.995141
1305031111.711760 -0.049183 -0.021521  0.205875 -0.083337 -0.037483 -0.022051  0.995572
1305031111.743386 -0.030495 -0.014101  0.220683 -0.076073 -0.027785 -0.018755  0.996539
1305031111.779423 -0.016002 -0.016132  0.213399 -0.073753 -0.009502 -0.014775  0.997122
1305031111.811406 -0.021070 -0.019550  0.212705 -0.071785  0.011652 -0.017503  0.997198
1305031111.843299 -0.013312 -0.016649  0.210685 -0.066983  0.023401 -0.016030  0.997351
1305031111.879442 -0.007504 -0.016622  0.205415 -0.067484  0.032638 -0.011792  0.997117
1305031111.911354 -0.004313 -0.019596  0.205568 -0.066992  0.035816 -0.005673  0.997094
1305031111.943300  0.006703 -0.017261  0.205584 -0.063786  0.033078  0.002299  0.997413
1305031111.979449  0.027792 -0.015985  0.206392 -0.062247  0.032533  0.009157  0.997488
1305031112.011433  0.031555 -0.014970  0.210170 -0.058624  0.043715  0.004829  0.997311
1305031112.043270  0.039183 -0.014215  0.207274 -0.053944  0.054481  0.001248  0.997056
1305031112.079339  0.052903 -0.016724  0.203586 -0.052402  0.066471  0.000512  0.996411
1305031112.111423  0.042861 -0.013602  0.206895 -0.048866  0.082981 -0.002219  0.995350
1305031112.144342  0.054596 -0.011478  0.208986 -0.046699  0.088394 -0.012187  0.994916
1305031112.179390  0.069078 -0.010029  0.210578 -0.048144  0.101031 -0.015394  0.993599
1305031112.211254  0.074998 -0.015907  0.213990 -0.049864  0.113430 -0.018917  0.992114
1305031112.243369  0.087743 -0.020217  0.213543 -0.045027  0.122623 -0.022610  0.991173
1305031112.279353  0.092780 -0.016404  0.214765 -0.037873  0.131090 -0.026129  0.990302
1305031112.311312  0.100719 -0.019943  0.217721 -0.032572  0.134325 -0.028015  0.990006
